word,meaning
지식욕,지식을 얻으려는 욕구.
지식인,일정한 수준 이상의 지식과 교양을 갖춘 사람.
지식층,높은 수준의 지식을 갖춘 사회 계층.
지아비,(옛 말투로) 남편.
지역구,일정한 지역을 단위로 하여 정한 선거 구역.
지역민,그 지역에 사는 사람.
지역주의,지역의 특수성을 살리고 지역 내의 자치성을 추구하는 주의.
지역학,"어떤 지역의 지리나 역사, 문화 등을 연구하는 학문."
지엽적,주된 것에 딸린 작고 중요하지 않은 부분에 관한 것.
지우개,"연필로 쓴 것을 지우는, 고무로 만든 물건."
지원군,(비유적으로) 남의 일이 잘되거나 나아지도록 곁에서 도와주는 사람.
지원금,남의 일이 잘되거나 나아지도록 도우려고 주는 돈.
지원자,어떤 조직에 들어가거나 일을 맡기를 원하는 사람.
지점망,본점에서 따로 갈라져 나온 지점들로 이루어진 조직 체계.
지점장,지점의 일 전체를 관리하고 책임지는 직위. 또는 그 직위에 있는 사람.
지점토,종이와 찰흙 등을 섞어 만든 공예 재료.
지중해,대륙과 대륙 사이에 낀 바다.
지지도,어떤 사람이나 단체 등이 내세우는 주의나 의견 등에 찬성하고 따르는 정도.
지지부진,일 등이 잘 진행되지 못하고 매우 더딤.
지지표,투표에서 어떤 사람이나 안건 등에 찬성하고 따르는 표.
지진대,"주로 가늘고 긴 띠 모양을 이루고 있는, 지진이 자주 일어나거나 일어나기 쉬운 지역."
지참금,지금 가지고 있는 돈.
지참금,여자가 결혼을 할 때 친정에서 가지고 가는 돈.
지청구,윗사람이 아랫사람의 잘못을 꾸짖는 말.
지청구,이유 없이 남을 탓하고 원망하는 말.
지출액,어떤 목적으로 쓰인 돈의 액수.
지팡이,걸을 때 땅을 짚어서 몸을 지지하는 막대기.
지하도,땅 밑을 파서 만들어 놓은 길.
지하상가,지하에 상점이 늘어서 있는 길.
지하수,땅속에 고여 있는 물.
지하실,건물을 지을 때 땅을 파서 만든 방.
지하자원,"철, 석탄, 석유 등과 같은, 땅속에 묻혀 있는 자원."
지하철역,지하철을 타고 내리는 곳.
지혈대,피가 흐르는 곳에 묶어 피를 멈추게 하는 데 쓰는 띠.
지혈법,나오는 피를 멈추게 하는 방법.
지휘관,권한을 가지고 군대를 지휘하고 다스리는 우두머리.
지휘봉,단체의 행동을 다스릴 수 있는 권한을 가진 사람이 쓰는 막대기.
지휘봉,지휘자가 합창이나 합주 등을 지휘할 때 쓰는 막대기.
지휘자,목적을 효과적으로 이루기 위해 단체의 행동을 다스리는 사람.
지휘자,합창이나 합주 등에서 많은 사람의 노래나 연주가 조화를 이루도록 앞에서 이끄는 사람.
직간접적,중간에 관계되는 것 없이 바로 연결되기도 하고 다른 것을 통해 이어지기도 하는 것.
직감적,어떤 일을 접했을 때 설명하지 않아도 거짓 없는 모습이나 내용을 곧바로 느껴 아는 것.
직격탄,직접 맞대고 쏘거나 바로 날아와서 정확하게 맞는 포탄.
직관력,생각하는 과정을 거치지 않고 대상을 접하여 바로 파악할 수 있는 힘.
직매장,중간 상인을 거치지 않고 생산자가 소비자에게 직접 물건을 파는 곳.
직사각형,안쪽의 네 각이 모두 직각을 이루고 있으면서 가로와 세로의 길이가 다른 사각형.
직사광선,정면으로 곧게 비치는 빛의 줄기.
직선거리,두 점을 직선으로 이은 거리.
직선적,꺾이거나 굽은 데가 없이 곧게 뻗은 것.
직선적,꾸미거나 숨기지 않고 있는 그대로의 솔직한 것.
직선제,‘직접 선거 제도’를 줄여 이르는 말.
직설법,"묘사나 형상화와 같은 우회적 방법을 통하지 않고, 행동이나 상태를 있는 그대로 서술하는 표현법."
직업병,한 가지 직업으로 오래 일하여 그 직업의 특수한 조건 때문에 생기는 병.
직업병,(비유적으로) 오랜 시간 특정 직업으로 일을 하면서 생기는 습관.
직업소개소,"취직을 하려는 사람들에게는 일자리를 소개하고, 노동력을 필요로 하는 사람에게는 일할 사람을 소개하는 일을 하는 곳."
직업의식,"각각의 직업에 종사하는 사람들에게서 나타나는 특유의 태도나 도덕관, 가치관 등을 통틀어 이르는 말."
직업적,직업으로 하는 것.
직영점,본사에서 직접 운영하고 관리하는 가게나 상점.
직육면체,"여섯 개의 직사각형으로 둘러싸이고, 마주 보는 면이 모두 나란한 육면체."
직장인,직장에 다니는 사람.
직행버스,도중에 정류장에 서지 않고 목적지까지 가는 버스.
진간장,오래 묵어서 아주 진해진 간장.
진간장,띄운 메주에 소금물을 부어 6개월가량 발효시켜 만든 간장.
진갈색,진한 갈색.
진공청소기,전동기의 힘으로 먼지를 빨아들이는 청소 도구.
진눈깨비,비와 섞여 내리는 눈.
진단서,의사가 환자를 검사하여 건강 상태를 판단한 결과를 적은 증명서.
진달래,"이른 봄에 분홍색 꽃이 잎보다 먼저 피는, 산에서 자라는 나무."
진도표,어떤 일이나 학습의 진도를 그려서 나타낸 도표.
진돗개,"몸은 누런 갈색 또는 흰색이며 귀가 뾰족하게 서고 꼬리는 왼쪽으로 말리는, 전라남도 진도의 재래종의 개. "
진두지휘,전투나 사업 등을 직접 앞장서서 지휘함.
진드기,동물의 살갗에 붙어 피를 빨아 먹고 병균을 옮기는 등 해를 끼치는 벌레.
진딧물,식물에 붙어 진을 빨아 먹는 곤충.
진료비,환자가 의사에게 진찰이나 치료를 받고 내는 요금.
진료소,의사가 환자를 진찰하고 치료하는 곳.
진면모,본디 그대로의 모습.
진보라,진한 보라.
진보적,사회의 변화나 발전을 추구하는 것.
진보주의,사회의 모순을 변화와 개혁을 통하여 해결하려는 사상.
진보주의,"인간의 정신, 문명, 역사 등이 시간이 지날수록 나아지고 발전한다는 생각."
진분수,분자가 분모보다 작은 분수.
진분홍,진한 분홍.
진상품,왕이나 높은 관리에게 바치는 물품.
진선미,"인간이 추구하는 참됨, 착함, 아름다움."
진수성찬,푸짐하게 잘 차린 귀하고 맛있는 음식.
진실성,사람의 참되고 바른 성질이나 품성.
진열대,여러 사람에게 보이기 위해 물건을 늘어놓을 수 있도록 만든 대.
진열장,여러 사람에게 보이기 위해 물건을 늘어놓아 두는 장.
진원지,가장 먼저 지진파가 생겨난 지구 내부의 지점. 또는 그 지점 바로 위에 있는 지표상의 지점.
진원지,(비유적으로) 사건이나 소동이 일어난 원인이 되는 곳.
진일보,한 단계 더 발전해 나아감.
진입로,목적지를 향하여 들어가는 길.
진자리,아이를 갓 낳은 자리.
진자리,오줌이나 땀으로 젖은 자리.
진자리,사람이 갓 죽은 자리.
진자리,바로 그 자리.
진저리,차가운 것이 몸에 닿거나 무서울 때 또는 오줌을 눈 뒤에 몸이 떨리는 것.
진절머리,(속된 말로) 몹시 싫거나 괴롭거나 끔찍할 때 몸을 떠는 것.
진정성,거짓이 없고 올바른 성질.
진정제,"신경에 작용하여 불안, 긴장 등의 흥분을 가라앉히는 약물."
진종일,아침부터 저녁까지의 동안.
진주조개,어두운 녹색에 비늘 모양의 얇은 조각이 겹쳐 있는 껍데기 안에 진주를 지니고 있는 조개.
진짓상,(높이는 말로) 웃어른이 드시는 밥상.
진짜배기,(속된 말로) 진짜.
진초록,진한 초록색.
진출권,어떤 방면이나 영역으로 활동 범위나 세력을 넓혀 나아갈 수 있는 권리.
진취성,목적하는 방향을 따라 적극적으로 나아가 일을 이루는 성질.
진통제,아픈 것을 가라앉히거나 느끼지 못하게 하는 약.
진퇴양난,이렇게도 저렇게도 하지 못하는 어려운 처지.
진퇴유곡,이렇게도 저렇게도 하지 못하는 매우 곤란하고 어려운 처지.
진폐증,폐에 먼지가 쌓여 생기는 병.
진풍경,구경거리가 될 만한 보기 드문 장면이나 모양.
진학률,졸업생 가운데서 보다 높은 등급의 학교에 들어가는 비율.
진행자,행사나 방송 등의 사회를 보면서 일을 이끌어 나가는 사람.
진행형,움직임이 계속됨을 나타내는 동사 시제의 형태.
진혼곡,죽은 사람의 영혼을 달래기 위한 곡.
진화론,생물은 생명이 시작된 이후부터 점점 변해 가는 것이라는 주장.
진흙탕,흙이 물기가 매우 많아 몹시 질게 된 땅.
질그릇,"잿물을 덮지 않은, 진흙만으로 구워 만든 윤기가 없는 그릇."
질식사,숨통이 막히거나 산소가 부족하여 숨을 쉬지 못해 죽음.
질의응답,의심이 되거나 모르는 점을 묻고 대답을 하는 일.
질투심,질투하는 마음.
질화로,"진흙을 구워 만든, 숯불을 담아 놓는 그릇."
집권자,권력이나 정권을 잡고 있는 사람.
집단생활,공통되는 의식이나 목표를 가지고 집단을 이루어 일정 기간 동안 함께 지내는 생활.
집단생활,여럿이 집단을 이루어 함께 생활함.
집단적,어떤 일을 집단으로 하거나 집단을 이루는 것.
집단주의,개인의 이익보다는 집단의 이익을 존중하는 경제 정책의 원리.
집단주의적,개인보다는 집단의 이익을 존중하는 것.
집단행동,한 집단이 공통된 목표나 의식을 가지고 하는 행동.
집대성,여러 가지를 한데 모아 하나의 체계를 이루어 완성함.
집들이,이사한 후에 친한 사람들을 불러 집을 구경시키고 음식을 대접하는 일.
집무실,주로 높은 지위에 있는 사람들이 사무를 처리하는 방.
집배원,"우편물을 우체통에서 거두어 모으고, 받을 사람에게 배달하는 일을 하는 사람."
집사람,(겸손하게 이르는 말로) 자기 아내.
집산지,생산물이 여러 곳에서 모여들었다가 다시 흩어져 나가는 곳.
집산지,사람이 자주 모였다가 흩어졌다가 하는 곳.
집성촌,성씨가 같은 사람들이 모여 사는 마을.
집수리,"집의 낡거나 고장 난 데를 손보아 고치거나, 집의 구조를 편리하게 바꿈. 또는 그런 일."
집안일,"청소나 빨래, 요리 등 집 안에서 하는 일."
집안일,제사나 결혼식 등 집안에 관련된 일이나 행사.
집주인,집의 주인.
집중력,마음이나 생각을 집중할 수 있는 힘.
집중적,한곳을 중심으로 하여 모이는 것. 또는 그렇게 모으는 것.
집짐승,사람이 생활에 도움을 얻으려고 집에서 기르는 짐승.
집합체,여럿이 모여 이루어진 덩어리.
집행부,"정당 등의 단체에서, 회의를 통해 결정된 일을 실제로 행하는 부서."
집행자,"계획, 명령, 재판 등의 내용을 실제로 행하는 사람."
집현전,"조선 전기에 학자를 양성하고 학문을 연구하기 위해 만든 기관. 세종 2년인 1420년에 궁궐 안에 설치하였으며, 세조 2년인 1456년에 폐지되었다."
짓거리,(낮잡아 이르는 말로) 어떠한 행위나 행동.
징벌적,옳지 않은 일을 하거나 죄를 지은 사람에게 벌을 주는 것.
징병제,나라에서 모든 국민에게 강제로 병역의 의무를 지게 하는 제도.
징세권,정부가 세금을 거두어들이는 권리.
징역살이,징역형을 받고 교도소에서 살아감.
징역형,징역을 사는 형벌.
징크스,운이 없는 일. 또는 좋지 않은 일이 생기게 하는 사람이나 물건.
짜장면,중국식 된장에 고기와 채소 등을 넣어 볶은 양념에 면을 비벼 먹는 음식.
짝사랑,서로 사랑하는 것이 아니라 한쪽만 상대편을 사랑하는 일.
짝짜꿍,아기가 손뼉을 치는 재롱.
짝짝이,서로 짝이 아니거나 크기나 모양 등이 다른 것끼리 이루어진 한 벌.
짠순이,(비유적으로) 돈이나 재물을 지나치게 안 쓰고 아끼는 여자.
짧은소리,낱말을 이루는 소리 가운데 원래 긴소리에 비해 짧게 내는 소리.
쪼가리,작은 조각.
찍소리,아주 조금이라도 반대하려는 말이나 태도.
찜질방,높은 온도의 방에서 땀을 내며 찜질을 할 수 있도록 사우나와 휴게 시설을 갖춘 곳.
차림새,꾸미고 갖추어서 차린 모양.
차림표,음식점 등에서 파는 음식의 종류와 가격을 적은 표.
차선책,최선 다음으로 좋은 계획이나 방법.
차세대,지금 세대가 지난 다음 세대.
차용어,다른 나라에서 들어온 말로 국어처럼 쓰이는 단어.
차입금,외부에서 빌린 돈.
차전놀이,음력 정월 대보름에 두 편으로 나누어 얽은 나무에 올라탄 사람의 지휘로 상대편을 먼저 땅에 닿게 하는 민속놀이.
차점자,최고점이나 기준점에 다음가는 점수나 표를 얻은 사람.
착수금,전체 금액 중 일을 시작할 때 먼저 내는 일부의 돈.
찬거리,반찬을 만드는 재료.
찬바람,(비유적으로) 몹시 차갑고 싸늘한 기운이나 느낌.
